Draw Date,One,Two,Three,Four,Five,Six,Jackpot
4-Apr-09,3,40,21,1,31,42,$1.0 Million
1-Apr-09,4,24,38,1,21,5,$1.7 Million
28-Mar-09,37,4,22,44,27,6,$1.6 Million
25-Mar-09,16,33,9,15,28,34,$1.5 Million
21-Mar-09,20,6,41,24,4,1,$1.4 Million
18-Mar-09,23,34,28,39,33,18,$1.3 Million
14-Mar-09,28,31,5,9,25,40,$1.2 Million
11-Mar-09,7,16,9,24,35,44,$1.1 Million
7-Mar-09,2,14,23,27,33,28,$1.0 Million
4-Mar-09,30,44,39,32,6,19,$1.9 Million
28-Feb-09,11,44,14,40,7,16,$1.8 Million
25-Feb-09,25,36,3,21,11,24,$1.7 Million
21-Feb-09,4,29,6,32,35,19,$1.6 Million
18-Feb-09,36,3,24,41,5,39,$1.5 Million
14-Feb-09,28,40,33,21,29,34,$1.4 Million
11-Feb-09,17,31,25,11,12,21,$1.3 Million
7-Feb-09,10,25,16,42,19,33,$1.2 Million
4-Feb-09,12,34,21,28,6,41,$1.1 Million
31-Jan-09,39,5,37,31,6,23,$1.0 Million
28-Jan-09,11,16,19,9,44,25,$1.6 Million
24-Jan-09,41,13,17,22,8,9,$1.5 Million
21-Jan-09,3,20,40,27,35,26,$1.4 Million
17-Jan-09,30,25,42,36,11,21,$1.3 Million
14-Jan-09,16,43,39,35,15,34,$1.2 Million
10-Jan-09,27,13,14,33,15,31,$1.1 Million
7-Jan-09,38,29,18,3,26,21,$1.0 Million
3-Jan-09,25,5,23,32,21,27,$1.6 Million
31-Dec-08,8,29,26,3,11,7,$1.5 Million
27-Dec-08,12,3,42,7,8,35,$1.4 Million
24-Dec-08,39,2,22,27,21,12,$1.3 Million
20-Dec-08,35,26,24,27,1,33,$1.2 Million
17-Dec-08,3,35,8,7,40,39,$1.1 Million
13-Dec-08,41,30,8,24,2,4,$1.0 Million
10-Dec-08,21,5,37,30,41,9,$1.4 Million
6-Dec-08,6,20,25,28,17,1,$1.3 Million
3-Dec-08,30,28,11,2,32,34,$1.2 Million
29-Nov-08,15,28,14,1,19,16,$1.1 Million
26-Nov-08,5,16,24,20,42,34,$1.0 Million
22-Nov-08,27,18,30,25,22,12,$1.4 Million
19-Nov-08,10,12,32,5,37,17,$1.3 Million
15-Nov-08,2,16,40,26,9,17,$1.2 Million
12-Nov-08,11,43,30,41,3,18,$1.1 Million
8-Nov-08,21,43,11,8,40,26,$1.0 Million
5-Nov-08,42,20,31,35,24,26,$1.7 Million
1-Nov-08,41,36,4,37,20,3,$1.6 Million
29-Oct-08,11,4,28,42,2,26,$1.5 Million
25-Oct-08,33,12,11,10,5,42,$1.4 Million
22-Oct-08,1,8,5,35,18,2,$1.3 Million
18-Oct-08,3,7,21,17,43,34,$1.2 Million
15-Oct-08,6,18,22,4,30,16,$1.1 Million
11-Oct-08,19,28,25,1,41,4,$1.0 Million
8-Oct-08,11,29,33,16,18,32,$1.0 Million
4-Oct-08,8,38,16,37,19,29,$1.2 Million
1-Oct-08,10,24,13,31,3,26,$1.1 Million
27-Sep-08,13,34,18,30,19,9,$1.0 Million
24-Sep-08,30,38,19,16,37,11,$1.0 Million
20-Sep-08,16,41,39,31,33,9,$2.3 Million
17-Sep-08,19,37,27,29,43,40,$2.2 Million
13-Sep-08,39,22,17,13,18,21,$2.1 Million
10-Sep-08,30,27,36,41,37,24,$2.0 Million
6-Sep-08,37,40,17,8,28,33,$1.9 Million
3-Sep-08,23,39,44,30,41,43,$1.8 Million
30-Aug-08,42,34,33,5,15,32,$1.7 Million
27-Aug-08,32,25,36,20,6,12,$1.6 Million
23-Aug-08,28,17,4,44,35,2,$1.5 Million
20-Aug-08,15,38,24,10,41,40,$1.4 Million
16-Aug-08,4,38,41,5,9,7,$1.3 Million
13-Aug-08,14,24,39,5,17,31,$1.2 Million
9-Aug-08,31,23,33,6,34,37,$1.1 Million
6-Aug-08,13,18,26,37,30,41,$1.0 Million
2-Aug-08,23,40,30,4,18,15,$4.9 Million
30-Jul-08,20,29,42,16,21,41,$4.6 Million
26-Jul-08,28,22,24,33,38,12,$4.4 Million
23-Jul-08,31,42,25,8,7,30,$4.2 Million
19-Jul-08,16,29,35,18,41,9,$4.0 Million
16-Jul-08,1,39,9,17,36,20,$3.8 Million
12-Jul-08,23,19,44,38,18,4,$3.6 Million
9-Jul-08,6,26,1,41,34,38,$3.5 Million
5-Jul-08,44,27,8,13,12,34,$3.3 Million
2-Jul-08,31,9,40,34,7,4,$3.1 Million
28-Jun-08,12,44,2,11,28,1,$2.9 Million
25-Jun-08,8,22,43,10,9,18,$2.7 Million
21-Jun-08,34,6,41,25,21,17,$2.5 Million
18-Jun-08,11,19,36,42,13,35,$2.4 Million
14-Jun-08,22,6,7,33,41,30,$2.3 Million
11-Jun-08,22,25,36,18,2,17,$2.2 Million
7-Jun-08,37,27,25,15,3,23,$2.1 Million
4-Jun-08,9,5,32,22,8,14,$2.0 Million
31-May-08,22,17,25,19,21,41,$1.9 Million
28-May-08,22,44,32,27,26,11,$1.8 Million
24-May-08,42,11,28,20,34,44,$1.7 Million
21-May-08,21,43,23,8,26,29,$1.6 Million
17-May-08,27,20,39,40,24,7,$1.5 Million
14-May-08,8,32,30,43,25,10,$1.4 Million
10-May-08,18,12,40,23,11,39,$1.3 Million
7-May-08,19,40,1,11,12,27,$1.2 Million
3-May-08,13,4,32,20,39,38,$1.1 Million
30-Apr-08,30,3,42,17,11,18,$1.0 Million
26-Apr-08,8,1,12,5,6,42,$2.2 Million
23-Apr-08,42,2,11,26,29,8,$2.1 Million
19-Apr-08,21,43,6,41,26,42,$2.0 Million
16-Apr-08,38,19,8,6,20,17,$1.9 Million
12-Apr-08,1,24,8,21,17,31,$1.8 Million
9-Apr-08,35,38,27,22,2,16,$1.7 Million
5-Apr-08,23,30,44,42,7,15,$1.6 Million
2-Apr-08,42,16,33,21,14,28,$1.5 Million
29-Mar-08,8,41,16,7,38,1,$1.4 Million
26-Mar-08,27,34,39,31,43,22,$1.3 Million
22-Mar-08,16,32,21,5,36,27,$1.2 Million
19-Mar-08,6,5,12,34,18,23,$1.1 Million
15-Mar-08,26,42,30,3,39,15,$1.0 Million
12-Mar-08,23,8,1,17,27,37,$1.7 Million
8-Mar-08,33,43,37,27,32,16,$1.6 Million
5-Mar-08,10,42,6,18,38,22,$1.5 Million
1-Mar-08,7,20,13,43,25,29,$1.4 Million
27-Feb-08,28,18,30,42,20,12,$1.3 Million
23-Feb-08,12,8,22,31,33,38,$1.2 Million
20-Feb-08,37,26,29,35,43,10,$1.1 Million
16-Feb-08,11,35,33,23,28,32,$1.0 Million
13-Feb-08,43,21,20,9,5,24,$2.3 Million
9-Feb-08,30,1,36,25,11,21,$2.2 Million
6-Feb-08,10,26,16,40,42,3,$2.1 Million
2-Feb-08,9,16,39,10,1,4,$2.0 Million
30-Jan-08,7,17,22,10,24,13,$1.9 Million
26-Jan-08,43,9,24,30,15,33,$1.8 Million
23-Jan-08,44,4,33,21,15,1,$1.7 Million
19-Jan-08,26,44,40,13,8,39,$1.6 Million
16-Jan-08,37,39,9,41,32,10,$1.5 Million
12-Jan-08,8,31,27,18,33,7,$1.4 Million
9-Jan-08,6,24,8,10,17,5,$1.3 Million
5-Jan-08,40,25,31,22,38,27,$1.2 Million
2-Jan-08,39,24,33,18,21,42,$1.1 Million
29-Dec-07,26,7,34,28,27,29,$1.0 Million
26-Dec-07,33,39,29,35,1,17,$1.4 Million
22-Dec-07,28,19,2,7,36,25,$1.3 Million
19-Dec-07,43,8,31,18,1,24,$1.2 Million
15-Dec-07,19,1,43,25,31,17,$1.1 Million
12-Dec-07,24,35,10,40,36,2,$1.0 Million
8-Dec-07,34,14,10,37,12,18,$3.1 Million
5-Dec-07,24,19,4,34,28,9,$2.9 Million
1-Dec-07,35,17,19,24,23,31,$2.8 Million
28-Nov-07,24,7,40,26,38,2,$2.5 Million
24-Nov-07,25,13,8,17,35,27,$2.4 Million
21-Nov-07,39,14,27,19,20,33,$2.3 Million
17-Nov-07,13,33,26,36,38,22,$2.2 Million
14-Nov-07,26,17,15,44,13,7,$2.1 Million
10-Nov-07,38,43,25,39,8,6,$2.0 Million
7-Nov-07,21,35,22,31,13,14,$1.9 Million
3-Nov-07,1,24,43,33,10,22,$1.8 Million
31-Oct-07,38,40,4,5,44,43,$1.7 Million
27-Oct-07,35,8,33,2,42,9,$1.6 Million
24-Oct-07,22,4,18,1,39,20,$1.5 Million
20-Oct-07,41,11,18,26,4,3,$1.4 Million
17-Oct-07,34,29,12,2,25,28,$1.3 Million
13-Oct-07,31,12,18,15,44,1,$1.2 Million
10-Oct-07,36,32,5,22,14,30,$1.1 Million
6-Oct-07,7,28,19,12,13,27,$1.0 Million
3-Oct-07,44,27,34,11,36,17,$1.3 Million
29-Sep-07,17,37,14,8,5,7,$1.2 Million
26-Sep-07,20,40,5,33,11,30,$1.1 Million
22-Sep-07,26,29,5,42,33,18,$1.0 Million
19-Sep-07,1,42,16,34,15,29,$1.4 Million
15-Sep-07,21,37,6,42,18,44,$1.3 Million
12-Sep-07,7,28,12,1,41,23,$1.2 Million
8-Sep-07,8,23,41,14,12,35,$1.1 Million
5-Sep-07,8,37,1,24,39,25,$1.0 Million
1-Sep-07,23,5,41,27,34,43,$2.6 Million
29-Aug-07,24,18,10,26,27,21,$2.3 Million
25-Aug-07,23,19,24,41,38,8,$2.1 Million
22-Aug-07,32,25,22,2,7,8,$2.0 Million
18-Aug-07,41,15,2,36,28,30,$1.9 Million
15-Aug-07,10,6,7,8,37,15,$1.8 Million
11-Aug-07,16,23,33,17,15,35,$1.7 Million
8-Aug-07,18,4,36,15,12,24,$1.6 Million
4-Aug-07,20,12,42,28,30,44,$1.5 Million
1-Aug-07,6,43,38,32,12,18,$1.4 Million
28-Jul-07,12,16,29,7,44,40,$1.3 Million
25-Jul-07,35,42,20,23,7,6,$1.2 Million
21-Jul-07,27,26,10,39,8,34,$1.1 Million
18-Jul-07,5,14,32,28,6,34,$1.0 Million
14-Jul-07,35,2,42,29,6,25,$1.8 Million
11-Jul-07,31,16,1,34,3,43,$1.7 Million
7-Jul-07,35,6,27,10,17,28,$1.6 Million
4-Jul-07,6,40,44,17,35,20,$1.5 Million
30-Jun-07,8,19,42,3,10,7,$1.4 Million
27-Jun-07,25,33,23,3,22,32,$1.3 Million
23-Jun-07,38,26,10,13,27,15,$1.2 Million
20-Jun-07,24,2,39,34,37,18,$1.1 Million
16-Jun-07,18,43,26,15,41,12,$1.0 Million
13-Jun-07,24,31,26,33,40,41,$1.8 Million
9-Jun-07,17,38,32,37,2,16,$1.7 Million
6-Jun-07,25,21,12,32,26,38,$1.6 Million
2-Jun-07,3,7,33,20,42,41,$1.5 Million
30-May-07,22,16,43,44,41,39,$1.4 Million
26-May-07,25,41,34,43,30,9,$1.3 Million
23-May-07,35,22,31,28,24,41,$1.2 Million
19-May-07,35,1,27,28,20,6,$1.1 Million
16-May-07,41,1,23,33,31,32,$1.0 Million
12-May-07,19,29,18,35,2,3,$1.5 Million
9-May-07,25,24,12,38,18,31,$1.4 Million
5-May-07,20,8,36,33,1,41,$1.3 Million
2-May-07,10,16,39,28,19,8,$1.2 Million
28-Apr-07,3,24,11,2,38,13,$1.1 Million
25-Apr-07,23,30,13,3,41,17,$1.0 Million
21-Apr-07,37,18,6,44,12,29,$7.6 Million
18-Apr-07,6,36,23,25,34,14,$7.3 Million
14-Apr-07,33,6,39,29,36,15,$7.0 Million
11-Apr-07,32,18,16,41,10,43,$6.7 Million
7-Apr-07,17,12,33,43,42,18,$6.3 Million
4-Apr-07,39,21,41,7,34,40,$5.9 Million
31-Mar-07,23,17,29,2,1,9,$5.6 Million
28-Mar-07,10,8,30,13,14,16,$5.3 Million
24-Mar-07,14,9,18,12,11,38,$5.0 Million
21-Mar-07,1,3,42,2,32,4,$4.7 Million
17-Mar-07,7,25,21,10,18,22,$4.5 Million
14-Mar-07,31,9,6,7,33,16,$4.3 Million
10-Mar-07,27,7,13,2,10,34,$4.0 Million
7-Mar-07,39,42,35,9,44,8,$3.8 Million
3-Mar-07,30,12,7,19,40,18,$3.6 Million
28-Feb-07,21,3,28,14,7,40,$3.4 Million
24-Feb-07,35,38,39,24,16,33,$3.2 Million
21-Feb-07,19,37,42,28,43,16,$3.0 Million
17-Feb-07,39,12,25,18,30,2,$2.8 Million
14-Feb-07,28,29,44,39,35,36,$2.6 Million
10-Feb-07,33,30,19,34,17,25,$2.4 Million
7-Feb-07,44,31,40,6,21,30,$2.2 Million
3-Feb-07,44,15,34,21,23,24,$2.1 Million
31-Jan-07,20,41,18,16,35,43,$2.0 Million
27-Jan-07,6,12,39,1,2,24,$1.9 Million
24-Jan-07,5,37,36,28,40,9,$1.8 Million
20-Jan-07,19,8,17,43,29,34,$1.7 Million
17-Jan-07,16,32,12,20,6,19,$1.6 Million
13-Jan-07,8,30,34,20,28,39,$1.5 Million
10-Jan-07,41,33,43,10,25,13,$1.4 Million
6-Jan-07,4,26,44,35,11,28,$1.3 Million
3-Jan-07,44,13,11,6,38,16,$1.2 Million
30-Dec-06,3,4,12,1,23,26,$1.1 Million
27-Dec-06,26,6,27,42,44,43,$1.0 Million
23-Dec-06,13,37,7,25,34,12,$3.7 Million
20-Dec-06,14,12,35,1,28,33,$3.5 Million
16-Dec-06,41,20,17,12,18,39,$3.4 Million
13-Dec-06,43,38,12,39,35,9,$3.2 Million
9-Dec-06,5,13,36,21,23,3,$3.0 Million
6-Dec-06,6,5,32,33,27,44,$2.9 Million
2-Dec-06,1,14,13,31,41,26,$2.7 Million
29-Nov-06,14,20,18,33,41,22,$2.5 Million
25-Nov-06,34,33,39,17,1,7,$2.3 Million
22-Nov-06,30,23,7,14,35,2,$2.2 Million
18-Nov-06,23,44,3,18,35,42,$2.1 Million
15-Nov-06,32,33,35,13,42,5,$2.0 Million
11-Nov-06,28,31,22,34,36,12,$1.9 Million
8-Nov-06,41,22,10,27,24,37,$1.8 Million
4-Nov-06,37,38,33,18,24,32,$1.7 Million
1-Nov-06,43,41,37,3,21,7,$1.6 Million
28-Oct-06,18,28,3,43,38,33,$1.5 Million
25-Oct-06,9,22,2,35,10,38,$1.4 Million
21-Oct-06,43,14,44,38,25,34,$1.3 Million
18-Oct-06,16,27,17,36,35,13,$1.2 Million
14-Oct-06,31,41,39,10,25,36,$1.1 Million
11-Oct-06,30,37,29,41,35,44,$1.0 Million
7-Oct-06,30,18,33,3,23,2,$3.8 Million
4-Oct-06,36,38,44,41,39,22,$3.6 Million
30-Sep-06,24,1,14,19,11,41,$3.4 Million
27-Sep-06,39,40,32,5,43,35,$3.2 Million
23-Sep-06,28,27,10,43,18,14,$3.0 Million
20-Sep-06,36,32,9,11,23,42,$2.8 Million
16-Sep-06,27,43,41,39,1,33,$2.6 Million
13-Sep-06,13,28,20,44,23,26,$2.4 Million
9-Sep-06,27,23,36,29,41,37,$2.2 Million
6-Sep-06,20,23,35,39,8,21,$2.1 Million
2-Sep-06,40,35,19,26,38,1,$2.0 Million
30-Aug-06,12,23,25,4,13,15,$1.9 Million
26-Aug-06,21,26,9,33,28,5,$1.8 Million
23-Aug-06,3,15,37,26,6,5,$1.7 Million
19-Aug-06,2,18,22,44,19,25,$1.6 Million
16-Aug-06,42,39,4,22,38,44,$1.5 Million
12-Aug-06,4,37,26,21,34,30,$1.4 Million
9-Aug-06,20,27,13,15,21,16,$1.3 Million
5-Aug-06,12,13,6,15,30,44,$1.2 Million
2-Aug-06,44,16,39,29,2,37,$1.1 Million
29-Jul-06,9,5,34,10,1,26,$1.0 Million
26-Jul-06,16,43,31,24,34,36,$5.5 Million
22-Jul-06,25,5,34,15,37,40,$5.3 Million
19-Jul-06,13,27,24,41,31,15,$5.1 Million
15-Jul-06,23,43,6,21,25,20,$4.9 Million
12-Jul-06,40,5,16,6,11,13,$4.6 Million
8-Jul-06,8,35,29,10,14,4,$4.4 Million
5-Jul-06,2,27,43,13,6,15,$4.2 Million
1-Jul-06,29,44,11,5,30,33,$4.0 Million
28-Jun-06,2,33,38,41,13,29,$3.7 Million
24-Jun-06,39,37,36,1,3,12,$3.5 Million
21-Jun-06,27,37,14,35,12,5,$3.3 Million
17-Jun-06,2,13,21,35,4,39,$3.1 Million
14-Jun-06,21,2,11,6,44,24,$2.9 Million
10-Jun-06,43,12,23,31,27,3,$2.7 Million
7-Jun-06,44,31,6,26,29,32,$2.5 Million
3-Jun-06,38,1,18,17,39,35,$2.4 Million
31-May-06,22,3,33,13,23,12,$2.2 Million
27-May-06,39,26,30,27,31,11,$2.0 Million
24-May-06,17,7,27,44,42,14,$1.9 Million
20-May-06,6,4,2,26,43,7,$1.8 Million
17-May-06,6,17,40,14,15,28,$1.7 Million
13-May-06,41,34,27,15,38,36,$1.6 Million
10-May-06,8,22,28,36,6,9,$1.5 Million
6-May-06,5,40,16,17,10,7,$1.4 Million
3-May-06,31,30,44,11,21,23,$1.3 Million
29-Apr-06,42,37,13,7,26,31,$1.2 Million
26-Apr-06,26,17,2,34,39,16,$1.1 Million
22-Apr-06,25,34,2,26,8,9,$1.0 Million
19-Apr-06,15,3,10,25,44,5,$2.6 Million
15-Apr-06,42,32,27,38,43,17,$2.4 Million
12-Apr-06,31,42,30,6,4,10,$2.2 Million
8-Apr-06,35,16,41,29,11,12,$2.0 Million
5-Apr-06,8,32,4,25,1,28,$1.9 Million
1-Apr-06,8,23,40,29,42,30,$1.8 Million
29-Mar-06,12,17,1,6,39,29,$1.7 Million
25-Mar-06,21,11,17,14,42,35,$1.6 Million
22-Mar-06,9,31,25,32,43,26,$1.5 Million
18-Mar-06,26,9,24,42,27,15,$1.4 Million
15-Mar-06,22,26,30,1,13,34,$1.3 Million
11-Mar-06,40,1,18,8,32,44,$1.2 Million
8-Mar-06,36,15,20,14,33,5,$1.1 Million
4-Mar-06,3,38,42,7,31,15,$1.0 Million
1-Mar-06,1,17,5,4,24,15,$1.6 Million
25-Feb-06,42,15,17,19,11,22,$1.5 Million
22-Feb-06,23,1,35,22,30,29,$1.4 Million
18-Feb-06,2,28,10,36,3,37,$1.3 Million
15-Feb-06,35,3,5,29,7,10,$1.2 Million
11-Feb-06,36,12,24,34,10,20,$1.1 Million
8-Feb-06,23,39,3,36,22,4,$1.0 Million
4-Feb-06,36,35,4,17,25,38,$8.1 Million
1-Feb-06,11,27,33,43,41,29,$7.7 Million
28-Jan-06,40,37,19,22,13,41,$7.5 Million
25-Jan-06,11,30,4,39,35,27,$7.1 Million
21-Jan-06,21,37,25,14,4,8,$6.9 Million
18-Jan-06,23,39,41,28,43,30,$6.6 Million
14-Jan-06,3,17,30,37,35,44,$6.4 Million
11-Jan-06,32,20,23,2,43,33,$6.1 Million
7-Jan-06,18,37,41,17,31,34,$5.9 Million
4-Jan-06,6,14,16,42,11,25,$5.7 Million
31-Dec-05,26,9,33,22,25,32,$5.5 Million
28-Dec-05,37,28,16,7,11,26,$5.2 Million
24-Dec-05,23,42,34,15,36,3,$5.0 Million
21-Dec-05,8,42,23,6,12,7,$4.7 Million
17-Dec-05,1,32,13,20,14,41,$4.5 Million
14-Dec-05,12,34,8,35,27,4,$4.3 Million
10-Dec-05,23,39,35,11,10,36,$4.1 Million
7-Dec-05,11,27,18,1,25,34,$3.9 Million
3-Dec-05,27,14,18,15,3,41,$3.7 Million
30-Nov-05,7,37,16,3,38,22,$3.5 Million
26-Nov-05,14,29,26,10,11,33,$3.3 Million
23-Nov-05,1,5,7,11,34,31,$3.1 Million
19-Nov-05,11,22,41,19,42,3,$2.9 Million
16-Nov-05,8,35,3,44,20,4,$2.7 Million
12-Nov-05,41,8,19,11,16,36,$2.5 Million
9-Nov-05,6,19,15,36,8,23,$2.3 Million
5-Nov-05,25,40,7,16,17,2,$2.2 Million
2-Nov-05,17,21,16,40,23,41,$2.1 Million
29-Oct-05,22,17,18,6,13,32,$2.0 Million
26-Oct-05,37,5,40,32,28,35,$1.9 Million
22-Oct-05,35,15,25,34,43,32,$1.8 Million
19-Oct-05,31,37,10,4,22,12,$1.7 Million
15-Oct-05,37,21,2,12,34,14,$1.6 Million
12-Oct-05,40,14,15,20,19,9,$1.5 Million
8-Oct-05,5,6,4,23,3,7,$1.4 Million
5-Oct-05,4,26,33,16,44,10,$1.3 Million
1-Oct-05,13,6,22,37,25,1,$1.2 Million
28-Sep-05,16,22,44,40,4,31,$1.1 Million
24-Sep-05,21,3,23,30,41,19,$1.0 Million
21-Sep-05,24,6,13,26,44,29,$6.7 Million
17-Sep-05,25,17,37,6,39,28,$6.5 Million
14-Sep-05,34,42,36,24,10,19,$6.2 Million
10-Sep-05,16,18,37,23,44,35,$6.0 Million
7-Sep-05,13,15,36,4,32,29,$5.7 Million
3-Sep-05,28,10,24,3,15,31,$5.5 Million
31-Aug-05,30,23,38,43,14,42,$5.3 Million
27-Aug-05,43,2,14,19,25,17,$5.1 Million
24-Aug-05,21,5,23,6,28,15,$4.8 Million
20-Aug-05,39,27,35,37,30,14,$4.5 Million
17-Aug-05,43,26,8,18,20,6,$4.2 Million
13-Aug-05,17,29,15,27,41,30,$4.0 Million
10-Aug-05,16,28,14,37,32,23,$3.8 Million
6-Aug-05,7,1,20,41,37,44,$3.6 Million
3-Aug-05,10,41,15,32,31,30,$3.3 Million
30-Jul-05,15,3,9,2,16,1,$3.2 Million
27-Jul-05,16,42,8,25,38,44,$3.0 Million
23-Jul-05,17,2,9,18,44,33,$2.9 Million
20-Jul-05,7,27,21,4,41,24,$2.7 Million
16-Jul-05,12,40,22,29,7,10,$2.6 Million
13-Jul-05,40,41,39,35,1,22,$2.4 Million
9-Jul-05,2,8,26,25,16,11,$2.3 Million
6-Jul-05,26,42,35,22,19,24,$2.2 Million
2-Jul-05,2,21,24,13,20,1,$2.1 Million
29-Jun-05,33,13,5,22,12,7,$2.0 Million
25-Jun-05,17,42,39,28,18,20,$1.9 Million
22-Jun-05,11,5,44,28,29,10,$1.8 Million
18-Jun-05,38,27,1,26,31,20,$1.7 Million
15-Jun-05,17,32,16,12,23,38,$1.6 Million
11-Jun-05,33,17,10,15,26,38,$1.5 Million
8-Jun-05,12,8,17,21,2,27,$1.4 Million
4-Jun-05,1,37,21,4,31,29,$1.3 Million
1-Jun-05,33,24,12,25,41,15,$1.2 Million
28-May-05,31,38,3,39,36,9,$1.1 Million
25-May-05,41,4,16,24,44,14,$1.0 Million
21-May-05,14,35,10,32,39,24,$2.1 Million
18-May-05,35,6,41,24,7,29,$2.0 Million
14-May-05,35,6,10,36,23,8,$1.9 Million
11-May-05,17,10,2,27,32,22,$1.8 Million
7-May-05,13,21,29,7,27,43,$1.7 Million
4-May-05,38,14,41,23,26,11,$1.6 Million
30-Apr-05,23,16,34,11,28,14,$1.5 Million
27-Apr-05,40,35,8,21,29,11,$1.4 Million
23-Apr-05,4,1,40,29,12,44,$1.3 Million
20-Apr-05,15,34,30,36,22,27,$1.2 Million
16-Apr-05,2,18,27,39,13,19,$1.1 Million
13-Apr-05,33,25,28,42,7,40,$1.0 Million
9-Apr-05,42,15,17,13,39,14,$1.3 Million
6-Apr-05,32,24,30,26,7,37,$1.2 Million
2-Apr-05,32,7,26,43,18,29,$1.1 Million
30-Mar-05,36,5,30,40,37,24,$1.0 Million
26-Mar-05,34,19,2,43,18,24,$1.4 Million
23-Mar-05,36,33,10,24,26,1,$1.3 Million
19-Mar-05,35,13,12,14,6,11,$1.2 Million
16-Mar-05,9,39,43,23,4,17,$1.1 Million
12-Mar-05,19,42,29,40,15,35,$1.0 Million
9-Mar-05,14,25,2,12,10,5,$1.4 Million
5-Mar-05,38,15,16,20,10,22,$1.3 Million
2-Mar-05,41,33,39,30,13,35,$1.2 Million
26-Feb-05,3,1,14,25,29,26,$1.1 Million
23-Feb-05,21,2,43,1,10,11,$1.0 Million
19-Feb-05,43,30,10,29,9,25,$2.6 Million
16-Feb-05,35,42,15,20,28,5,$2.4 Million
12-Feb-05,29,25,37,12,6,30,$2.3 Million
9-Feb-05,32,24,35,5,11,3,$2.2 Million
5-Feb-05,5,13,34,38,23,16,$2.1 Million
2-Feb-05,22,1,8,41,7,15,$2.0 Million
29-Jan-05,40,14,13,23,3,1,$1.9 Million
26-Jan-05,43,31,26,25,11,38,$1.8 Million
22-Jan-05,38,32,27,41,42,25,$1.7 Million
19-Jan-05,44,17,13,20,26,34,$1.6 Million
15-Jan-05,4,32,17,29,27,35,$1.5 Million
12-Jan-05,44,34,16,32,4,27,$1.4 Million
8-Jan-05,31,12,26,37,28,7,$1.3 Million
5-Jan-05,14,23,10,27,8,17,$1.2 Million
1-Jan-05,5,38,33,21,13,11,$1.1 Million
29-Dec-04,36,12,26,32,38,22,$1.0 Million
25-Dec-04,7,34,27,4,32,8,$1.3 Million
22-Dec-04,29,13,37,38,41,36,$1.2 Million
18-Dec-04,24,8,39,5,36,10,$1.1 Million
15-Dec-04,35,8,37,14,31,38,$1.0 Million
11-Dec-04,41,39,27,31,20,25,$2.7 Million
8-Dec-04,31,37,28,2,4,39,$2.4 Million
4-Dec-04,30,10,33,16,37,43,$2.3 Million
1-Dec-04,18,19,37,16,41,4,$2.2 Million
27-Nov-04,31,2,8,35,27,17,$2.1 Million
24-Nov-04,40,37,20,2,28,33,$2.0 Million
20-Nov-04,18,31,28,33,23,39,$1.9 Million
17-Nov-04,43,21,24,13,32,40,$1.8 Million
13-Nov-04,1,31,24,21,33,41,$1.7 Million
10-Nov-04,43,37,28,29,20,35,$1.6 Million
6-Nov-04,20,22,24,25,39,11,$1.5 Million
3-Nov-04,19,38,13,25,35,42,$1.4 Million
30-Oct-04,4,19,24,32,37,39,$1.3 Million
27-Oct-04,16,24,26,30,36,37,$1.2 Million
23-Oct-04,5,9,10,11,27,34,$1.1 Million
20-Oct-04,4,7,19,32,38,40,$1.0 Million
16-Oct-04,7,9,11,13,15,38,$1.7 Million
13-Oct-04,2,17,29,32,41,44,$1.6 Million
9-Oct-04,9,16,24,29,31,38,$1.5 Million
6-Oct-04,20,23,26,36,42,43,$1.4 Million
2-Oct-04,8,14,17,20,23,34,$1.3 Million
29-Sep-04,11,18,27,29,31,44,$1.2 Million
25-Sep-04,3,8,9,20,29,34,$1.1 Million
22-Sep-04,3,7,30,31,32,43,$1.0 Million
18-Sep-04,5,14,16,18,30,44,$3.1 Million
15-Sep-04,2,8,25,26,36,42,$2.8 Million
11-Sep-04,10,14,23,31,36,39,$2.7 Million
8-Sep-04,11,15,19,29,35,43,$2.5 Million
4-Sep-04,1,3,9,10,11,27,$2.4 Million
1-Sep-04,4,11,22,24,25,32,$2.2 Million
28-Aug-04,2,13,15,31,35,44,$2.1 Million
25-Aug-04,8,11,13,22,30,42,$2.0 Million
21-Aug-04,12,16,17,22,36,43,$1.9 Million
18-Aug-04,5,7,15,25,35,37,$1.8 Million
14-Aug-04,8,9,15,21,33,40,$1.7 Million
11-Aug-04,6,14,20,34,37,43,$1.6 Million
7-Aug-04,5,25,26,29,30,41,$1.5 Million
4-Aug-04,6,14,24,26,41,42,$1.4 Million
31-Jul-04,11,16,25,37,41,42,$1.3 Million
28-Jul-04,2,3,24,30,34,36,$1.2 Million
24-Jul-04,2,6,31,40,41,44,$1.1 Million
21-Jul-04,2,8,10,20,36,43,$1.0 Million
17-Jul-04,3,9,25,26,39,42,$1.0 Million
14-Jul-04,17,21,31,34,41,43,$11.5 Million
10-Jul-04,20,25,27,30,39,42,$11.2 Million
7-Jul-04,6,8,15,31,36,39,$10.8 Million
3-Jul-04,1,6,23,27,28,34,$10.4 Million
30-Jun-04,2,12,18,35,37,40,$10.1 Million
26-Jun-04,7,17,23,30,42,44,$9.7 Million
23-Jun-04,2,10,15,17,29,41,$9.4 Million
19-Jun-04,6,13,21,25,27,43,$9.1 Million
