Draw Date,One,Two,Three,Four,Five,Six,Jackpot
25-Aug-99,7,13,19,28,38,39,$2.2 Million
21-Aug-99,1,13,19,23,39,41,$2.1 Million
18-Aug-99,1,8,13,29,30,41,$2.0 Million
14-Aug-99,4,5,7,17,22,41,$1.9 Million
11-Aug-99,4,6,8,11,13,25,$1.8 Million
7-Aug-99,2,17,21,39,40,42,$1.7 Million
4-Aug-99,3,7,8,20,26,35,$1.6 Million
31-Jul-99,2,3,7,10,19,31,$1.5 Million
28-Jul-99,2,3,16,25,27,33,$1.4 Million
24-Jul-99,6,19,26,30,36,37,$1.3 Million
21-Jul-99,9,24,26,30,31,44,$1.2 Million
17-Jul-99,5,7,20,21,31,35,$1.1 Million
14-Jul-99,10,12,16,33,38,41,$1.0 Million
10-Jul-99,21,26,28,29,32,34,$1.8 Million
7-Jul-99,2,3,5,12,25,30,$1.7 Million
3-Jul-99,6,10,12,20,22,39,$1.6 Million
30-Jun-99,7,9,11,17,25,32,$1.5 Million
26-Jun-99,10,21,26,28,32,33,$1.4 Million
23-Jun-99,3,4,17,22,25,38,$1.3 Million
19-Jun-99,12,13,19,22,23,34,$1.2 Million
16-Jun-99,7,11,21,22,28,44,$1.1 Million
12-Jun-99,5,14,22,25,40,41,$1.0 Million
9-Jun-99,19,24,29,33,38,39,$3.9 Million
5-Jun-99,14,17,26,31,33,34,$3.7 Million
2-Jun-99,2,3,9,11,18,22,$3.5 Million
29-May-99,11,25,29,33,35,39,$3.4 Million
26-May-99,8,24,27,30,32,42,$3.2 Million
22-May-99,5,14,22,23,29,39,$3.1 Million
19-May-99,18,19,21,24,25,38,$2.8 Million
15-May-99,8,15,17,21,23,27,$2.7 Million
12-May-99,5,19,23,24,26,38,$2.5 Million
8-May-99,6,13,32,34,36,37,$2.3 Million
5-May-99,2,8,20,31,36,40,$2.2 Million
1-May-99,13,19,20,24,29,41,$2.1 Million
28-Apr-99,12,15,16,23,26,33,$2.0 Million
24-Apr-99,3,11,23,27,31,42,$1.9 Million
21-Apr-99,4,9,19,21,23,25,$1.8 Million
17-Apr-99,12,14,19,22,38,41,$1.7 Million
14-Apr-99,1,5,6,18,20,37,$1.6 Million
10-Apr-99,8,14,18,23,27,34,$1.5 Million
7-Apr-99,4,5,17,20,35,40,$1.4 Million
3-Apr-99,3,6,37,38,39,41,$1.3 Million
31-Mar-99,3,5,6,19,30,40,$1.2 Million
27-Mar-99,1,10,21,29,31,41,$1.1 Million
24-Mar-99,4,18,21,30,31,39,$1.0 Million
20-Mar-99,2,5,22,23,32,41,$1.5 Million
17-Mar-99,1,6,13,14,26,31,$1.4 Million
13-Mar-99,7,13,15,17,34,43,$1.3 Million
10-Mar-99,5,11,27,34,35,43,$1.2 Million
6-Mar-99,6,7,18,22,31,33,$1.1 Million
3-Mar-99,1,14,16,21,26,32,$1.0 Million
27-Feb-99,2,5,8,17,21,29,$1.1 Million
24-Feb-99,1,9,13,35,39,40,$1.0 Million
20-Feb-99,17,24,28,30,31,33,$1.7 Million
17-Feb-99,1,10,11,12,22,37,$1.6 Million
13-Feb-99,10,13,20,31,35,37,$1.5 Million
10-Feb-99,10,12,14,21,22,41,$1.4 Million
6-Feb-99,2,7,18,23,24,40,$1.3 Million
3-Feb-99,5,10,13,18,20,28,$1.2 Million
30-Jan-99,11,17,20,21,29,35,$1.1 Million
27-Jan-99,6,7,16,24,31,43,$1.0 Million
23-Jan-99,1,19,33,36,37,39,$2.8 Million
20-Jan-99,2,8,9,17,27,28,$2.6 Million
16-Jan-99,2,4,12,13,22,43,$2.5 Million
13-Jan-99,7,18,24,31,32,36,$2.4 Million
9-Jan-99,7,16,17,35,39,41,$2.3 Million
6-Jan-99,1,8,16,25,30,39,$2.2 Million
2-Jan-99,6,9,21,25,26,35,$2.1 Million
30-Dec-98,10,11,12,16,29,38,$2.0 Million
26-Dec-98,2,11,16,19,30,32,$1.9 Million
23-Dec-98,6,17,27,30,36,44,$1.8 Million
19-Dec-98,1,21,27,32,42,43,$1.7 Million
16-Dec-98,8,10,12,13,25,43,$1.6 Million
12-Dec-98,1,10,13,15,20,25,$1.5 Million
9-Dec-98,2,15,18,21,31,43,$1.4 Million
5-Dec-98,9,10,14,20,24,43,$1.3 Million
2-Dec-98,7,9,18,31,40,43,$1.2 Million
28-Nov-98,3,8,30,33,35,40,$1.1 Million
25-Nov-98,4,11,15,19,22,32,$1.0 Million
21-Nov-98,3,6,11,14,25,32,$3.1 Million
18-Nov-98,19,21,23,26,27,42,$3.0 Million
14-Nov-98,23,26,28,31,33,36,$2.8 Million
11-Nov-98,5,8,21,22,26,32,$2.6 Million
7-Nov-98,1,12,13,15,33,37,$2.4 Million
4-Nov-98,13,15,21,24,38,39,$2.3 Million
31-Oct-98,3,6,16,32,33,35,$2.2 Million
28-Oct-98,6,8,13,15,18,25,$2.1 Million
24-Oct-98,2,8,12,26,37,42,$2.0 Million
21-Oct-98,3,9,15,18,20,23,$1.9 Million
17-Oct-98,1,4,16,17,38,44,$1.8 Million
14-Oct-98,4,5,10,18,28,34,$1.7 Million
10-Oct-98,6,15,21,27,30,44,$1.6 Million
7-Oct-98,9,14,16,25,30,39,$1.5 Million
3-Oct-98,3,11,23,30,36,43,$1.4 Million
30-Sep-98,3,14,16,19,20,36,$1.3 Million
26-Sep-98,11,14,18,27,34,39,$1.2 Million
23-Sep-98,5,13,26,29,40,41,$1.1 Million
19-Sep-98,5,13,18,21,24,44,$1.0 Million
16-Sep-98,3,15,16,21,23,30,$1.7 Million
12-Sep-98,10,20,24,25,35,37,$1.6 Million
9-Sep-98,5,6,13,18,21,28,$1.5 Million
5-Sep-98,12,14,23,36,38,42,$1.4 Million
2-Sep-98,2,9,13,19,23,32,$1.3 Million
29-Aug-98,10,19,21,31,39,40,$1.2 Million
26-Aug-98,2,3,20,27,41,43,$1.1 Million
22-Aug-98,4,9,11,19,29,41,$1.0 Million
19-Aug-98,5,10,13,19,34,43,$1.4 Million
15-Aug-98,2,7,8,9,27,38,$1.3 Million
12-Aug-98,9,12,17,24,26,41,$1.2 Million
8-Aug-98,18,20,21,31,40,44,$1.1 Million
5-Aug-98,1,4,9,14,22,31,$1.0 Million
1-Aug-98,4,9,25,29,37,44,$1.3 Million
29-Jul-98,19,27,35,38,40,44,$1.2 Million
25-Jul-98,1,3,19,27,40,44,$1.1 Million
22-Jul-98,6,13,18,31,35,41,$1.0 Million
18-Jul-98,5,7,11,21,30,36,$2.3 Million
15-Jul-98,8,9,17,25,34,40,$2.1 Million
11-Jul-98,3,15,21,26,32,34,$2.0 Million
8-Jul-98,7,17,22,36,38,42,$1.9 Million
4-Jul-98,2,6,21,23,41,43,$1.8 Million
1-Jul-98,1,9,20,29,31,35,$1.7 Million
27-Jun-98,1,12,18,19,36,43,$1.6 Million
24-Jun-98,6,13,14,21,32,40,$1.5 Million
20-Jun-98,5,15,16,23,39,41,$1.4 Million
17-Jun-98,16,22,23,24,25,44,$1.3 Million
13-Jun-98,2,5,6,14,37,40,$1.2 Million
10-Jun-98,10,16,25,27,32,34,$1.1 Million
6-Jun-98,2,6,9,12,13,14,$1.0 Million
3-Jun-98,10,20,25,31,40,43,$4.9 Million
30-May-98,5,6,7,26,36,41,$4.7 Million
27-May-98,13,14,17,30,32,34,$4.5 Million
23-May-98,5,7,15,18,37,44,$4.3 Million
20-May-98,1,16,31,36,37,42,$4.0 Million
16-May-98,2,33,34,36,41,44,$3.7 Million
13-May-98,12,13,15,16,33,40,$3.5 Million
9-May-98,13,14,28,33,37,42,$3.3 Million
6-May-98,12,14,18,21,31,36,$3.0 Million
2-May-98,6,16,18,22,23,27,$2.9 Million
29-Apr-98,4,6,11,16,17,35,$2.7 Million
25-Apr-98,1,7,12,19,23,29,$2.5 Million
22-Apr-98,3,9,29,32,34,36,$2.4 Million
18-Apr-98,3,4,8,22,40,41,$2.2 Million
15-Apr-98,17,19,20,35,38,44,$2.1 Million
11-Apr-98,18,21,24,30,35,44,$2.0 Million
8-Apr-98,5,8,17,22,23,39,$1.9 Million
4-Apr-98,4,14,18,25,37,42,$1.8 Million
1-Apr-98,5,11,14,28,32,38,$1.7 Million
28-Mar-98,12,22,23,24,25,42,$1.6 Million
25-Mar-98,3,4,14,23,24,29,$1.5 Million
21-Mar-98,13,20,33,36,41,43,$1.4 Million
18-Mar-98,2,7,12,20,24,28,$1.3 Million
14-Mar-98,29,31,34,37,39,44,$1.2 Million
11-Mar-98,3,8,9,22,26,32,$1.1 Million
7-Mar-98,6,10,27,32,35,43,$1.0 Million
4-Mar-98,4,5,8,22,33,37,$4.1 Million
28-Feb-98,4,6,24,32,39,40,$3.9 Million
25-Feb-98,7,15,26,30,37,44,$3.6 Million
21-Feb-98,3,5,6,12,16,21,$3.4 Million
18-Feb-98,19,33,37,39,41,44,$3.2 Million
14-Feb-98,6,11,14,24,27,37,$2.8 Million
11-Feb-98,12,26,27,28,33,39,$2.6 Million
7-Feb-98,11,14,15,18,21,40,$2.5 Million
4-Feb-98,6,21,26,27,33,39,$2.3 Million
31-Jan-98,8,15,24,36,38,40,$2.1 Million
28-Jan-98,18,20,23,25,35,39,$2.0 Million
24-Jan-98,2,10,22,24,27,41,$1.9 Million
21-Jan-98,8,13,19,28,39,41,$1.7 Million
17-Jan-98,11,12,20,30,32,44,$1.6 Million
14-Jan-98,14,19,23,34,36,41,$1.4 Million
10-Jan-98,12,22,23,26,27,43,$1.3 Million
7-Jan-98,7,18,28,35,38,42,$1.1 Million
3-Jan-98,3,15,20,21,36,40,$1.0 Million
